,FIPS,job_creation_rate_1978,job_creation_rate_1979,job_creation_rate_1980,job_creation_rate_1981,job_creation_rate_1982,job_creation_rate_1983,job_creation_rate_1984,job_creation_rate_1985,job_creation_rate_1986,job_creation_rate_1987,job_creation_rate_1988,job_creation_rate_1989,job_creation_rate_1990,job_creation_rate_1991,job_creation_rate_1992,job_creation_rate_1993,job_creation_rate_1994,job_creation_rate_1995,job_creation_rate_1996,job_creation_rate_1997,job_creation_rate_1998,job_creation_rate_1999,job_creation_rate_2000,job_creation_rate_2001,job_creation_rate_2002,job_creation_rate_2003,job_creation_rate_2004,job_creation_rate_2005,job_creation_rate_2006,job_creation_rate_2007,job_creation_rate_2008,job_creation_rate_2009,job_creation_rate_2010,job_creation_rate_2011,job_creation_rate_2012,job_creation_rate_2013,job_creation_rate_2014,job_creation_rate_2015,job_creation_rate_2016,job_creation_rate_2017,job_creation_rate_2018,job_creation_rate_2019
0,01001,28.453,16.674,18.361,13.447,19.445,18.981,21.196,21.135,20.123,20.236,22.268,16.729,16.058,16.952,23.807,12.177,15.848,12.392,14.146,19.84,19.19,25.779,15.822,15.78,16.246,13.473,17.105,15.596,14.75,15.332,17.548,14.45,11.678,13.207,10.769,10.222,11.716,10.709,11.379,12.61,12.809,10.095
1,01003,24.896,32.735,20.7,20.106,22.975,18.391,24.638,23.97,19.523,21.131,21.383,21.749,22.831,18.41,18.107,21.304,23.307,22.856,21.918,20.476,19.09,21.63,22.142,19.154,19.089,21.903,20.402,20.164,20.069,19.941,16.066,13.044,13.331,14.681,15.053,15.225,13.569,14.34,15.096,14.17,15.661,14.231
2,01005,24.453,21.418,14.987,17.679,17.066,13.509,19.418,23.975,17.779,19.241,16.156,18.452,21.71,13.215,12.905,15.08,20.297,15.87,12.532,17.02,24.525,19.425,20.684,13.232,13.791,10.099,12.876,16.443,9.847,8.495,11.23,5.578,8.144,9.684,7.677,6.273,7.368,16.231,7.259,11.414,8.316,8.594
3,01007,20.173,25.598,13.915,12.545,12.945,23.482,21.731,17.277,39.284,13.091,15.603,19.587,17.12,12.07,21.571,16.654,16.996,17.949,10.892,18.253,13.396,9.361,13.175,10.599,13.289,22.697,19.912,12.774,11.739,14.486,17.968,9.584,10.242,10.543,12.381,15.901,14.536,12.293,8.498,10.831,8.951,20.197
4,01009,20.581,30.327,15.995,15.494,16.366,16.256,35.039,20.517,27.459,19.372,22.625,46.357,23.218,16.989,13.606,22.551,19.21,17.951,12.227,19.851,13.756,18.76,15.51,16.584,13.205,12.439,12.902,17.309,13.299,19.756,14.926,10.801,11.442,14.046,13.102,15.452,10.701,11.81,10.438,14.627,10.419,12.867
5,01011,11.125,20.427,11.783,11.535,12.862,12.265,13.729,12.843,15.584,14.53,12.733,14.42,20.151,9.963,14.461,9.296,8.94,26.971,14.598,10.985,15.214,9.02,5.164,6.187,7.494,22.908,11.857,12.145,8.087,10.733,11.404,9.834,13.79,13.116,5.164,12.974,3.415,11.078,5.607,5.381,9.745,7.639
6,01013,21.089,21.498,12.651,26.957,18.682,18.133,18.591,16.24,16.683,21.221,10.469,25.632,11.94,22.51,13.826,12.18,19.602,19.795,12.324,16.966,11.764,13.595,12.777,17.316,14.024,18.412,14.065,17.305,18.525,9.692,16.726,9.367,12.182,11.303,18.633,12.246,9.224,10.555,9.072,8.202,13.783,9.85
7,01015,20.992,19.06,16.121,22.733,17.443,15.393,17.85,15.009,23.337,16.818,15.914,18.602,14.914,13.278,14.714,15.41,16.761,16.88,15.535,16.614,15.648,13.93,14.471,12.538,12.397,13.919,13.499,12.615,13.247,15.031,12.006,9.221,9.414,10.32,9.496,11.91,11.77,11.369,9.495,12.628,12.062,10.556
8,01017,8.828,14.291,12.165,7.191,4.973,12.424,10.923,12.87,18.143,8.454,10.859,14.121,10.884,14.971,7.521,15.541,15.02,12.055,7.427,13.672,12.211,9.751,9.193,9.877,6.793,7.245,9.476,13.708,11.319,8.971,13.083,12.891,13.453,14.477,14.761,10.918,8.031,13.696,14.891,13.338,12.559,13.596
9,01019,14.351,13.428,16.822,20.364,19.501,14.527,15.335,15.231,15.07,22.604,23.823,16.227,15.165,12.962,17.858,15.969,14.752,22.009,20.641,12.621,11.865,8.535,23.753,14.864,13.781,20.435,17.043,14.943,13.405,13.056,10.788,7.356,10.214,13.459,11.215,14.384,9.796,12.53,10.176,25.747,9.898,11.644
10,01021,20.649,16.539,15.21,15.482,23.871,17.267,29.27,16.729,19.833,13.559,16.792,25.484,15.919,18.464,17.317,19.211,16.589,21.795,17.9,15.176,17.688,17.671,16.397,18.995,15.518,16.826,17.009,15.89,16.5,13.402,12.075,11.295,9.348,12.807,14.181,19.004,9.928,12.792,9.907,11.196,10.709,11.504
11,01023,15.631,12.762,8.901,44.738,14.365,14.705,11.534,10.745,17.047,10.538,12.516,44.023,5.309,8.454,12.746,7.723,12.033,9.013,6.658,13.166,11.25,17.221,55.917,11.104,14.361,7.784,11.805,11.194,12.904,9.0,7.639,12.699,7.802,6.646,10.835,7.46,6.872,7.394,9.822,6.071,12.033,11.384
12,01025,20.831,13.125,11.763,9.609,14.228,16.132,15.233,16.754,20.031,17.866,16.739,17.278,15.642,11.766,11.983,11.097,21.539,17.001,13.241,17.545,10.435,11.584,15.43,14.401,15.146,13.784,14.208,16.256,12.137,10.66,14.167,10.119,16.018,11.568,11.754,11.411,12.43,11.672,9.781,9.967,9.363,9.288
13,01027,16.697,14.708,17.721,6.783,6.145,19.191,18.017,13.911,10.039,14.404,9.237,37.437,15.832,15.805,19.073,11.031,10.574,14.586,7.869,7.154,7.77,5.886,11.183,7.678,16.999,6.998,11.678,14.733,11.688,21.618,6.79,6.51,8.381,6.514,5.273,12.842,10.121,5.448,11.354,8.641,11.174,6.459
14,01029,16.144,20.403,11.782,10.839,12.345,14.919,16.676,17.022,25.625,23.425,11.399,19.942,23.724,13.161,15.428,8.884,17.393,11.862,15.686,7.689,8.933,11.582,9.881,10.859,12.613,12.99,12.159,9.104,10.245,11.166,31.98,8.742,9.403,11.244,13.587,8.071,20.036,9.601,7.648,10.65,13.365,14.191
15,01031,23.271,20.904,10.35,14.732,20.226,12.963,22.668,16.13,18.55,13.643,18.333,29.692,11.596,12.614,16.26,19.202,15.522,16.033,11.239,14.174,12.045,12.677,10.533,12.78,16.128,15.998,16.831,21.743,17.263,14.687,10.579,14.06,9.386,8.162,9.827,11.191,9.721,15.947,7.996,13.16,9.119,12.908
16,01033,18.315,15.849,12.649,12.176,13.341,13.71,23.699,18.289,18.812,15.727,19.765,18.677,15.059,14.288,18.962,13.299,15.028,13.903,28.062,15.97,20.306,13.225,14.742,13.907,13.349,14.02,15.387,15.508,12.714,16.25,13.443,14.639,9.18,10.756,13.13,16.642,10.527,15.342,13.692,11.096,9.818,10.367
17,01035,25.416,20.205,14.072,21.007,11.921,97.798,5.59,7.19,20.054,14.289,18.688,22.709,27.759,14.842,18.426,22.43,18.189,17.253,15.218,11.335,9.852,11.031,22.339,9.987,9.505,10.327,8.447,20.056,8.702,10.157,10.274,4.989,17.378,11.325,11.388,12.338,17.596,15.646,8.212,14.205,12.037,8.48
18,01037,14.449,22.447,19.752,15.648,10.83,8.776,14.529,55.493,9.033,14.236,19.883,12.323,10.336,23.739,18.843,7.16,13.553,8.395,8.153,25.056,14.348,17.343,23.111,12.658,47.666,88.476,3.476,8.862,3.823,37.373,2.787,32.892,13.312,26.634,2.094,0.944,6.06,0.58,38.885,2.115,2.584,4.309
19,01039,13.526,13.283,11.525,22.266,12.589,17.417,13.398,20.507,15.481,28.599,13.265,24.091,11.662,11.897,15.513,11.669,14.216,15.618,11.57,12.026,13.542,8.405,12.927,13.245,12.762,13.036,17.911,11.777,13.459,10.433,12.281,9.205,10.253,12.1,11.876,10.993,9.366,8.889,8.024,11.145,8.134,8.772
20,01041,27.142,16.077,11.939,12.856,14.321,17.122,15.864,12.604,12.914,34.093,16.721,12.41,15.432,20.657,10.828,13.247,12.876,22.293,11.349,13.611,11.497,17.179,23.192,14.918,17.867,24.295,14.273,28.847,19.378,13.459,13.777,10.832,8.413,16.65,10.84,6.785,8.892,10.9,9.587,7.673,6.192,8.882
21,01043,22.901,20.716,17.962,14.815,14.909,19.603,29.483,17.921,17.223,22.548,14.794,17.77,12.182,17.332,17.235,15.148,16.96,16.208,15.405,17.086,17.292,13.944,11.415,11.796,14.977,16.43,12.317,14.227,14.402,14.187,11.883,8.673,9.142,10.366,11.864,13.742,11.801,11.968,16.494,11.066,8.819,11.267
22,01045,17.045,19.11,23.595,13.462,17.596,19.509,16.508,39.514,28.177,19.543,20.974,35.704,14.677,19.803,13.513,19.838,16.654,13.655,16.75,10.872,11.029,13.231,12.71,11.579,12.803,18.623,47.184,10.939,14.937,19.736,13.384,12.808,13.873,12.473,9.88,10.077,8.54,9.735,12.399,10.283,8.5,8.877
23,01047,17.129,14.186,16.136,13.514,15.147,14.093,17.307,20.412,12.047,13.171,15.024,19.045,11.476,15.38,14.168,13.809,14.628,13.574,13.19,15.215,11.838,13.412,11.408,14.812,16.834,13.126,14.499,11.512,11.797,10.723,9.332,10.251,10.498,7.667,15.308,10.142,10.404,12.351,10.027,8.706,9.626,14.71
24,01049,28.032,23.675,17.585,16.586,18.706,17.969,17.497,17.204,20.437,18.281,19.521,19.557,15.914,12.969,18.614,17.194,14.927,20.424,12.369,13.478,12.373,13.298,11.382,14.247,10.068,15.742,10.558,14.342,17.699,8.543,11.827,6.966,10.043,9.9,13.664,18.61,8.923,10.449,8.34,11.096,10.495,11.275
25,01051,18.883,23.431,17.062,14.709,12.242,14.067,20.019,15.22,19.819,16.512,18.246,17.868,31.034,17.423,24.304,17.549,17.835,18.661,15.079,21.028,13.841,15.748,18.684,21.399,16.518,15.635,14.528,14.627,16.429,14.715,16.093,9.46,8.99,11.499,8.737,10.998,12.931,9.769,7.935,12.083,12.1,8.77
26,01053,18.695,19.224,14.078,14.812,18.364,13.019,12.609,14.758,18.683,20.722,13.637,11.932,15.352,14.883,21.595,16.55,13.426,15.931,10.51,19.262,12.652,12.065,17.457,14.455,14.349,13.037,12.86,15.978,24.399,12.592,13.003,15.212,8.207,10.646,15.041,8.901,9.79,14.279,11.27,11.24,10.112,9.475
27,01055,19.149,18.202,11.826,10.18,10.231,11.627,17.975,14.707,17.126,16.787,22.171,13.491,13.717,11.955,19.526,15.622,19.013,12.419,10.774,13.333,14.321,13.778,15.976,16.396,14.615,12.715,13.095,15.617,14.835,17.477,12.92,9.003,9.982,15.062,13.692,9.3,8.277,13.018,11.619,10.39,9.691,10.128
28,01057,26.078,17.178,14.395,24.004,13.769,15.735,27.139,15.836,11.803,21.491,15.34,14.19,9.418,13.094,15.217,10.88,21.587,11.397,11.992,12.515,10.961,21.265,18.896,17.739,13.151,11.505,12.488,15.258,10.121,9.959,11.654,13.574,9.996,12.507,8.128,6.735,9.103,11.496,9.979,11.316,11.069,9.645
29,01059,23.839,17.153,13.381,16.395,14.338,18.401,24.328,22.417,14.821,20.404,14.33,18.099,16.125,24.109,23.677,13.324,15.405,19.07,14.528,12.917,22.686,11.036,8.491,7.845,11.713,15.619,15.931,15.823,16.074,8.918,8.454,5.34,16.571,7.593,14.185,9.849,22.901,9.133,12.082,16.582,7.161,6.416
30,01061,25.169,16.833,17.181,8.826,8.607,14.835,15.849,13.777,17.476,8.904,25.171,16.659,13.472,12.235,11.86,14.424,17.275,15.815,9.433,14.843,17.673,17.885,14.79,12.603,16.644,21.64,22.815,13.704,17.264,18.044,11.694,8.256,9.08,8.94,9.633,8.501,11.94,10.26,12.945,6.661,12.255,9.927
31,01063,66.834,12.397,11.59,18.666,20.871,11.347,14.233,14.368,27.931,19.332,15.83,24.78,10.937,11.945,12.481,14.102,12.308,24.472,24.574,18.61,12.593,8.442,15.825,15.13,17.522,8.622,23.223,18.698,11.454,8.677,11.193,9.041,11.902,8.562,16.038,25.398,22.09,5.147,14.818,10.45,15.14,4.803
32,01065,20.333,21.165,11.407,24.576,20.476,24.048,21.953,23.056,16.982,30.106,10.116,11.24,16.245,8.032,14.142,20.011,13.816,17.109,15.367,14.978,16.661,8.235,11.667,11.487,9.059,9.8,19.221,14.254,11.966,10.114,11.912,6.555,8.784,10.852,7.76,9.524,10.207,13.028,7.179,11.393,10.575,5.722
33,01067,19.254,19.345,11.217,23.54,9.517,20.983,13.305,11.801,15.607,18.957,16.488,13.078,14.02,11.118,11.772,28.61,10.405,13.071,13.397,10.883,12.116,12.465,10.746,10.081,16.537,13.265,8.84,17.868,15.953,14.359,10.329,12.957,15.981,7.611,10.47,8.967,5.597,26.749,8.325,6.621,8.556,8.181
34,01069,25.977,17.775,20.484,18.631,16.074,14.99,19.059,17.278,16.02,24.977,19.787,19.45,17.032,15.64,19.485,19.2,13.648,16.419,21.269,22.107,16.806,13.574,16.656,18.579,28.915,14.799,13.316,18.0,19.928,13.564,12.473,8.305,24.257,10.435,10.621,9.364,9.994,10.036,9.939,12.11,10.61,11.356
35,01071,21.927,19.833,13.635,12.834,10.684,11.049,15.768,19.877,18.933,16.462,19.46,15.407,21.565,11.182,14.816,15.487,13.21,12.181,7.767,13.503,9.927,16.311,17.264,11.082,11.818,13.915,11.898,14.113,9.875,10.529,10.62,4.165,12.228,8.916,10.86,10.719,11.703,7.514,8.05,8.566,9.284,9.967
36,01073,21.554,20.333,17.161,13.618,14.541,14.313,22.454,17.914,17.745,18.777,16.766,19.596,17.583,16.412,14.684,16.677,15.383,16.546,13.836,19.467,14.784,14.813,15.619,13.938,15.563,15.626,13.811,14.271,13.871,14.107,12.716,9.906,10.131,18.329,12.68,11.716,10.544,10.555,11.896,16.305,11.807,11.442
37,01075,26.723,22.075,12.428,10.285,11.266,26.475,17.172,12.165,13.835,14.95,9.746,13.153,8.475,17.405,8.22,11.52,10.525,15.304,10.709,11.486,12.979,16.924,11.199,14.482,49.591,9.58,12.731,11.603,13.588,8.084,16.533,10.65,8.668,11.216,8.454,11.107,8.964,14.939,11.16,10.03,7.563,9.383
38,01077,25.655,21.53,19.084,23.675,15.034,18.526,21.127,19.983,24.185,18.48,18.124,18.238,24.032,18.492,15.953,17.255,15.652,17.816,15.96,16.543,14.169,18.457,11.45,10.804,19.951,14.865,14.651,21.451,16.234,12.986,11.766,8.242,12.322,9.196,11.898,13.478,25.056,23.135,10.434,14.041,11.303,14.011
39,01079,14.793,18.34,18.655,11.417,11.683,12.668,20.771,11.427,10.94,11.98,10.134,15.082,14.573,10.875,28.201,16.023,9.972,17.861,15.214,19.724,12.084,12.422,9.765,8.221,8.856,11.251,14.203,19.437,11.783,9.755,9.23,8.593,7.124,15.362,8.014,12.049,10.156,8.178,16.35,11.852,11.143,13.188
40,01081,22.228,22.806,13.581,14.379,15.595,13.571,23.481,26.344,13.961,16.769,17.173,17.305,15.927,12.788,16.163,15.498,16.117,18.586,18.875,16.864,14.363,14.82,18.761,15.698,16.242,19.513,16.502,15.199,18.557,16.303,15.554,8.626,12.261,12.893,13.787,14.13,12.825,15.807,14.658,14.982,12.442,14.966
41,01083,24.89,31.631,13.777,11.148,13.113,24.598,22.283,17.01,20.085,11.752,11.663,15.889,12.775,16.413,14.15,13.448,10.848,17.235,10.864,15.496,12.731,12.027,13.567,11.862,13.724,15.84,12.478,12.988,15.93,14.021,12.784,12.047,11.368,11.146,17.578,10.054,13.436,11.59,11.839,13.291,10.323,12.757
42,01085,24.398,15.117,17.228,39.343,28.439,8.171,14.944,12.233,26.959,9.727,35.43,24.529,15.841,15.42,36.001,10.727,18.318,15.01,10.673,14.217,11.208,35.962,14.176,14.849,9.754,12.542,7.798,27.886,18.909,11.386,8.209,3.661,3.461,16.255,6.268,7.275,17.242,6.417,22.455,4.584,8.899,15.018
43,01087,25.201,15.564,37.424,14.142,6.164,15.144,66.094,16.346,16.959,4.718,13.149,12.282,8.51,9.647,11.207,21.93,19.633,6.188,8.443,9.48,6.137,6.13,6.077,3.547,5.411,11.054,10.283,21.234,8.474,4.573,6.949,7.872,3.712,6.495,6.038,10.87,6.054,5.582,5.895,9.179,3.903,4.7
44,01089,26.155,24.97,17.663,18.984,17.321,17.899,26.585,22.376,23.056,18.803,20.298,22.551,17.347,17.698,20.142,13.878,13.924,16.213,16.685,17.267,18.027,18.001,17.696,19.657,15.733,15.867,16.619,16.773,18.668,17.656,17.253,11.577,11.46,11.809,13.341,12.569,12.595,13.422,13.584,13.903,12.228,11.843
45,01091,15.614,15.633,11.242,16.608,13.88,7.586,16.851,20.864,9.985,13.426,13.037,17.985,17.237,15.301,10.475,11.601,15.207,15.406,10.563,13.331,12.37,10.513,14.299,15.057,10.876,11.397,8.879,15.649,14.214,10.536,10.636,8.07,10.406,8.724,10.624,11.113,9.605,9.18,9.473,14.058,9.477,8.13
46,01093,30.321,13.32,16.0,24.938,13.071,12.696,25.117,14.53,29.842,14.477,18.034,16.639,18.942,12.135,15.475,17.808,12.663,16.769,12.258,20.886,9.134,10.202,15.587,13.07,9.485,18.006,12.676,14.035,21.911,10.193,11.081,7.662,8.427,8.929,15.851,13.807,11.65,11.552,10.801,15.12,11.467,11.936
47,01095,17.389,21.991,17.705,30.091,16.373,16.642,21.786,18.584,18.154,18.547,19.105,19.934,19.038,14.456,16.075,16.473,12.291,15.55,14.934,14.449,13.178,13.44,13.892,13.526,12.752,16.226,13.336,16.42,15.399,18.287,11.66,7.121,10.702,11.954,12.676,9.865,9.614,10.336,11.578,10.364,11.937,9.558
48,01097,23.962,25.472,17.422,17.924,17.831,16.668,19.051,18.308,20.307,19.102,20.323,20.582,16.842,20.817,16.495,18.524,16.502,16.276,17.634,18.719,17.515,17.091,17.7,14.956,19.434,14.783,17.428,17.803,16.11,14.486,14.048,10.556,11.025,12.596,12.458,12.212,12.733,13.395,10.768,12.64,14.338,12.215
49,01099,17.546,27.215,17.193,8.134,8.256,11.914,12.05,10.913,10.064,17.202,11.768,14.358,27.197,12.95,16.423,12.492,8.343,8.94,14.354,26.758,7.891,23.918,6.715,9.34,11.611,8.101,12.319,23.738,8.857,11.484,7.016,9.543,7.586,11.625,6.238,10.354,17.566,8.453,8.311,6.898,6.644,7.719
50,01101,24.642,20.97,14.926,17.418,14.966,17.163,23.026,21.672,22.966,19.471,17.705,16.869,18.974,15.578,20.061,15.374,17.482,15.149,14.72,16.296,18.396,17.267,19.513,13.337,14.423,16.759,16.139,16.266,16.896,16.089,14.747,8.852,11.443,12.294,10.813,12.722,10.79,10.398,10.68,10.971,10.697,9.997
51,01103,22.218,17.637,15.524,21.738,10.885,11.91,21.158,17.82,18.078,16.812,16.384,14.992,18.438,11.452,14.273,13.411,13.44,18.905,12.0,15.348,15.89,12.625,13.961,12.627,12.224,15.405,15.991,12.706,13.018,12.471,13.941,12.072,9.327,12.698,12.114,12.086,13.83,11.565,15.34,10.52,13.44,12.433
52,01105,33.391,21.021,17.421,34.137,17.314,16.859,19.729,12.769,12.581,21.623,12.262,21.171,19.966,19.767,32.04,19.179,20.97,13.198,9.526,11.703,8.631,19.354,8.976,8.239,13.453,10.011,9.464,13.359,7.974,21.534,10.036,4.59,6.796,8.022,15.102,9.865,13.021,8.341,12.825,10.758,6.731,12.545
53,01107,18.411,19.597,14.046,14.869,16.481,14.193,17.633,16.562,30.319,23.277,13.88,14.867,17.144,15.542,17.724,18.01,18.438,13.324,12.985,11.69,9.662,12.259,16.554,10.96,11.865,12.67,16.742,16.931,15.152,9.779,11.87,10.512,7.878,8.713,10.629,9.758,12.698,12.768,8.496,14.526,8.582,11.301
54,01109,29.339,23.604,17.955,15.245,18.75,14.78,15.617,24.178,14.747,22.636,20.109,16.314,14.284,11.138,12.532,16.363,14.448,16.806,12.43,13.074,13.881,18.303,13.193,11.866,16.381,13.053,18.485,17.684,14.594,12.379,15.398,10.576,11.26,10.267,12.874,10.45,11.412,8.808,10.718,16.765,9.277,8.627
55,01111,13.324,28.68,8.569,29.888,17.632,20.504,18.602,11.536,14.153,11.787,16.02,10.385,13.456,9.902,17.214,12.357,16.115,13.916,10.669,14.637,8.86,12.753,14.312,12.861,9.78,14.129,33.526,21.604,13.304,13.635,9.278,11.595,9.827,9.837,13.569,8.077,9.522,14.812,17.346,12.862,8.307,8.833
56,01113,20.193,20.983,13.918,15.338,13.806,14.688,18.747,28.494,25.683,13.498,22.135,22.265,15.485,15.076,15.354,16.241,17.726,16.989,14.949,19.012,11.411,17.344,12.556,12.328,13.649,12.549,18.687,12.797,16.391,17.031,15.532,12.645,10.516,11.419,10.794,9.119,10.873,11.665,11.092,10.948,9.48,9.962
57,01115,27.175,31.894,19.271,20.592,12.589,21.451,26.586,26.038,19.598,25.862,18.314,22.798,18.032,17.94,15.523,25.015,24.173,20.373,20.634,17.701,20.904,18.17,19.998,14.392,16.613,18.579,22.452,16.656,20.647,16.271,15.333,9.613,9.966,14.459,19.327,11.704,12.237,14.442,14.022,17.295,10.321,10.077
58,01117,23.538,21.654,14.586,19.699,15.36,14.197,22.833,16.38,25.328,21.003,21.612,20.621,16.781,21.832,15.477,20.017,17.674,22.939,20.97,19.309,20.189,19.126,19.345,17.606,19.508,17.636,22.551,20.272,18.223,18.807,19.06,12.882,11.214,12.563,13.881,13.542,15.359,12.769,12.788,11.514,15.664,12.108
59,01119,25.877,17.958,36.341,28.541,13.532,20.49,36.166,19.731,14.354,14.792,28.743,17.592,16.777,21.41,10.913,12.238,20.443,20.409,14.518,11.66,10.158,12.741,11.511,12.332,14.268,14.923,14.385,12.064,15.355,10.427,10.21,9.105,9.096,10.832,15.762,19.056,9.455,7.299,8.277,10.691,8.728,7.932
60,01121,17.381,18.863,15.074,13.168,14.773,16.795,14.279,13.529,13.231,13.233,11.905,11.603,16.295,12.871,18.68,14.409,12.192,13.935,14.037,23.905,14.416,13.669,14.276,12.607,19.383,18.547,17.233,11.764,17.248,12.534,8.362,6.293,9.825,11.627,11.03,10.79,11.102,9.841,13.251,12.91,8.461,10.738
61,01123,14.647,14.877,7.642,10.629,8.209,12.509,19.141,7.642,18.329,14.286,29.564,16.636,11.271,9.517,15.795,8.955,15.857,36.092,16.86,8.372,14.876,33.904,6.75,8.405,24.754,13.919,10.197,9.828,10.989,17.683,11.623,9.109,15.459,16.056,12.666,18.574,10.556,17.652,8.434,7.375,9.748,13.47
62,01125,20.162,20.674,13.36,21.23,18.887,28.162,33.701,18.828,15.758,18.936,17.893,17.246,18.431,14.334,11.412,14.321,14.72,16.354,14.953,15.517,14.671,13.871,15.32,11.028,13.045,16.143,13.595,15.994,15.242,13.257,11.714,9.441,9.821,10.872,11.722,12.174,11.916,13.695,11.383,12.078,11.11,11.698
63,01127,24.953,39.403,18.15,13.951,19.06,12.881,15.058,16.911,22.493,17.285,15.75,21.584,16.508,18.039,11.779,16.202,16.046,19.617,15.156,22.899,18.285,13.782,13.856,11.197,15.334,14.277,13.979,15.469,13.069,14.661,12.973,11.941,8.454,10.298,13.163,14.473,10.086,12.764,14.893,11.401,11.655,10.867
64,01129,30.425,7.23,17.186,6.891,6.483,5.162,9.854,20.493,8.446,18.687,10.826,11.355,15.553,10.494,16.4,7.973,6.803,8.513,8.797,9.464,9.336,5.984,7.294,6.393,9.509,14.29,8.606,16.662,11.794,14.845,18.055,13.499,31.846,25.681,14.77,9.712,13.053,16.33,5.565,4.46,4.995,9.681
65,01131,27.987,12.376,7.461,10.841,11.631,11.568,16.835,9.622,10.113,12.151,8.545,12.145,9.289,7.228,9.21,10.601,11.458,10.026,7.864,6.867,10.325,19.856,10.563,42.224,11.792,8.3,11.995,16.954,11.491,7.931,9.446,4.187,11.09,12.401,10.878,11.851,14.509,7.086,21.584,12.569,8.877,15.284
66,01133,30.257,21.173,16.919,24.947,12.224,31.628,20.713,25.858,17.181,24.55,20.319,19.191,16.8,14.098,22.825,25.717,25.31,18.262,16.839,15.718,12.032,12.757,9.497,7.185,14.627,10.551,20.887,15.757,16.65,11.19,10.746,6.059,10.611,11.547,20.942,16.69,18.803,9.115,9.638,13.572,12.183,10.678
67,01998,36.522,82.051,14.343,65.441,22.006,25.203,72.034,61.538,23.784,0.0,,119.512,21.176,31.25,0.0,,163.158,0.0,,0.0,,200.0,0.0,,0.0,,,145.946,,0.0,,,0.0,,0.0,,,0.0,,,,
68,01999,85.714,81.142,50.859,9.896,15.794,52.828,22.855,31.567,23.252,33.093,23.146,34.544,69.523,8.556,17.227,41.69,8.391,14.917,38.963,54.619,20.926,38.178,16.996,12.886,13.033,37.583,60.649,24.177,25.273,52.918,49.321,28.357,14.202,18.132,69.013,16.016,15.374,23.278,32.051,22.861,21.173,18.049
69,02010,45.759,26.701,42.209,38.889,20.363,18.361,14.654,38.551,22.405,27.459,38.116,18.088,80.223,16.667,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
70,02013,11.331,12.322,131.579,20.974,15.808,6.316,11.407,37.785,3.39,20.054,18.687,50.187,58.581,78.404,63.752,5.856,9.438,3.48,4.22,5.405,64.293,7.044,4.837,3.362,5.111,2.867,3.766,3.518,4.686,9.713,36.9,1.224,6.774,6.059,1.38,1.987,9.206,2.832,6.05,2.208,1.488,0.708
71,02016,85.524,9.829,18.73,13.653,11.484,22.657,12.329,5.935,62.457,43.257,56.047,52.571,50.801,26.756,38.937,27.15,6.893,10.871,5.875,30.509,17.898,10.756,13.117,16.809,16.539,9.004,7.962,10.29,14.542,6.236,15.965,11.613,5.375,4.096,10.935,5.886,8.553,2.693,3.213,4.488,2.524,10.523
72,02020,32.116,24.92,21.095,30.322,30.862,27.454,26.684,26.241,23.208,19.284,20.29,20.884,22.415,19.357,18.52,17.246,19.733,15.783,16.255,20.078,18.836,14.123,20.795,17.626,17.661,19.892,15.089,16.193,17.315,18.26,13.091,16.405,12.088,11.744,14.894,13.551,11.739,13.503,13.08,13.479,12.478,11.377
73,02050,78.124,25.998,17.284,33.859,26.401,35.394,22.5,27.516,17.963,28.025,18.945,20.755,18.29,21.872,20.541,21.059,19.093,19.791,20.047,23.719,13.681,15.683,15.933,11.519,20.255,15.271,16.867,9.776,8.252,10.329,9.907,7.196,11.957,32.295,12.101,11.139,16.313,10.432,11.231,12.546,13.009,13.223
74,02060,30.933,39.886,35.88,44.72,43.59,29.949,69.167,19.858,15.73,71.542,41.083,43.077,12.828,63.02,25.241,16.441,19.9,17.662,18.984,41.496,35.966,7.897,10.294,51.584,6.536,16.52,22.66,24.036,13.893,15.83,21.944,10.39,31.53,58.396,5.941,10.191,16.77,27.235,11.224,9.704,25.971,11.64
75,02068,14.981,4.24,1.413,8.304,23.565,1.724,7.385,24.862,6.388,104.881,13.618,16.427,2.575,97.761,20.647,22.017,9.889,10.237,23.844,13.049,22.285,13.775,13.885,13.013,16.119,42.416,35.774,18.214,16.273,10.475,20.856,42.198,34.63,27.854,17.795,11.471,26.214,13.271,15.102,58.636,14.141,42.337
76,02070,43.177,35.387,18.553,15.715,54.696,44.657,14.231,24.783,31.477,35.77,34.757,17.978,11.361,43.206,25.529,20.954,13.823,14.654,25.241,24.81,19.281,8.699,9.555,15.668,9.041,7.592,12.6,9.101,5.055,13.177,13.51,7.471,7.311,11.514,11.728,6.769,7.599,13.36,7.521,7.705,10.037,4.957
77,02090,21.765,23.627,21.741,27.175,30.806,31.461,24.836,28.585,25.44,27.604,21.394,17.996,20.51,18.394,18.744,16.632,19.809,20.123,16.193,19.66,17.572,15.239,14.003,20.228,21.438,17.168,18.329,15.683,15.693,16.767,14.228,12.655,15.509,12.187,12.365,12.586,15.825,11.581,12.131,12.016,9.588,10.721
